"Street Name",Locality,From,To,"Section Length (Metres)","Treatment Priority","Treatment Route Number"
"Chambers Street","Old Town","West College Street","Forrest Road",192.7,1,Barnton_009
"Chancelot Terrace",Bonnington,"Bonar Place","Craighall Road",74.22,1,Barnton_005
"Chancelot Terrace",Bonnington,"Craighall Road","Chancelot Crescent",97.75,1,Barnton_005
"Chapel Gate Road",Dalmeny,"Chapel Gate Road","Edinburgh Road",308.8,1,Barnton_002
"Chapel Gate Road",Dalmeny,"Easter Dalmeny Cottages","Chapel Gate Road",512.9,1,Barnton_002
"Chapel Street","South Side","Windmill Street","West Crosscauseway",63.25,1,Barnton_009
"Chapel Street","South Side","Crichton Street","Windmill Street",50.55,1,Barnton_009
"Charlotte Square","New Town","North Charlotte Street","George Street",51.66,1,Barnton_004
"Charlotte Square","New Town","Charlotte Square","North Charlotte Street",27.2,1,Barnton_004
"Charlotte Square","New Town","Charlotte Square","Charlotte Square",37.22,1,Blackford_002
"Charlotte Square","New Town","South Charlotte Street","Charlotte Square",128,1,Barnton_004
"Charlotte Square","New Town","Charlotte Square","Charlotte Square",100.9,1,Barnton_004
"Charlotte Square","New Town","Charlotte Square","Charlotte Square",27.04,1,Barnton_004
"Charlotte Square","New Town","Charlotte Square","Charlotte Square",81.32,1,Barnton_004
"Charlotte Square","New Town","George Street","South Charlotte Street",79.12,1,Barnton_004
"Charterhall Road",Blackford,"Blackford Avenue","Cluny Gardens",450.6,1,Blackford_008
"Cherry Tree Crescent",Curriehill,"Cherry Tree Place","Cherry Tree View",111.5,1,Bankhead_012
"Cherry Tree Crescent",Curriehill,"Cherry Tree Avenue","Cherry Tree Park",59.41,1,Bankhead_012
"Cherry Tree Crescent",Curriehill,"Cherry Tree Loan","Cherry Tree Avenue",76.23,1,Bankhead_012
"Cherry Tree Crescent",Curriehill,"Cherry Tree View","Cherry Tree Loan",139.7,1,Bankhead_012
"Cherry Tree Park",Curriehill,"Cherry Tree Crescent","Cherry Tree Gardens",85.06,1,Bankhead_012
"Cherry Tree Park",Curriehill,"Cherry Tree Grove","Cherry Tree Gardens",85.82,1,Bankhead_012
"Cherry Tree Park",Curriehill,"Cherry Tree Gardens","Cherry Tree Grove",79.4,1,Bankhead_012
"Cherry Tree Park",Curriehill,"Cherry Tree Gardens","Newmills Road",94.91,1,Bankhead_012
"Chesser Avenue",Slateford,"Hutchison Avenue","Slateford Road",105,1,Bankhead_006
"Chesser Avenue",Slateford,"Gorgie Road","Chesser Avenue",34.44,1,Bankhead_006
"Chesser Avenue",Slateford,"Chesser Avenue","Chesser Grove",53.71,1,Bankhead_006
"Chesser Avenue",Slateford,"Chesser Avenue","Gorgie Road",35.81,1,Bankhead_006
"Chesser Avenue",Slateford,"Chesser Grove","Chesser Crescent",67.03,1,Bankhead_006
"Chesser Avenue",Slateford,"Chesser Loan","Hutchison Road",253.3,1,Bankhead_006
"Chesser Avenue",Slateford,"Chesser Crescent","Chesser Loan",77.47,1,Bankhead_006
"Chesser Avenue",Slateford,"Hutchison Road","Hutchison Avenue",128.6,1,Bankhead_006
"Chester Street","New Town","Walker Street","Manor Place",136,1,Barnton_007
"Chester Street","New Town","Manor Place","Palmerston Place",106.1,1,Barnton_007
"Chestnut Street",Granton,"West Harbour Road","Hesperus Broadway",216.4,1,Barnton_005
"Church Hill",Bruntsfield,"Churchhill Drive","Church Hill Place",71.3,1,Blackford_016
"Church Hill",Bruntsfield,"Greenhill Gardens","Churchhill Drive",174,1,Blackford_016
"Church Hill Place",Bruntsfield,"Church Hill","Morningside Road",57.7,1,Blackford_016
"Circus Place",Stockbridge,"Royal Circus","Royal Circus",121.7,1,Barnton_008
"City Of Edinburgh Bypass",,"City Of Edinburgh Bypass","City Of Edinburgh Bypass",648.7,1,Bankhead_003
"City Of Edinburgh Bypass",,"South Gyle Broadway","City Of Edinburgh Bypass",812.2,1,Bankhead_003
"City Of Edinburgh Bypass",,"End of cul de sac","Bridleway between Gogar Green and Gogar",247.8,1,Bankhead_003
"City Of Edinburgh Bypass",,"End of cul de sac","Calder Road",248.8,1,Bankhead_003
"City Of Edinburgh Bypass",,"End of cul de sac","City Of Edinburgh Bypass",170.4,1,Bankhead_003
"City Of Edinburgh Bypass",,"End of cul de sac",M8T,705,1,Bankhead_003
"City Of Edinburgh Bypass",,"City Of Edinburgh Bypass",M8T,892.3,1,Bankhead_003
"City Of Edinburgh Bypass",,"Glasgow Road","South Gyle Broadway",279.9,1,Bankhead_004
"City Of Edinburgh Bypass",,"Dreghorn Mains","Dreghorn Link",132.6,1,Bankhead_005
"City Of Edinburgh Bypass",,"City Of Edinburgh Bypass","Glasgow Road",645.7,1,Bankhead_003
"City Of Edinburgh Bypass",,"Calder Road","City Of Edinburgh Bypass",269.8,1,Bankhead_003
"City Of Edinburgh Bypass",,"End of cul de sac","City Of Edinburgh Bypass",414.1,1,Bankhead_003
"Claremont Park",Lochend,"Summerfield Gardens","Claremont Road",132.4,1,Blackford_006
"Claremont Park",Lochend,"Claremont Road","Pirniefield Place",240.3,1,Blackford_006
"Claremont Road",Lochend,"Clarebank Crescent","Prospect Bank Road",107.2,1,Barnton_018
"Clark Road",Trinity,"Bangholm Avenue","Ferry Road",77.25,1,Barnton_014
"Clark Road",Trinity,"Denham Green Terrace","Denham Green Avenue",113.1,1,Barnton_014
"Clark Road",Trinity,"Clark Place","Bangholm Avenue",37.16,1,Barnton_014
"Clark Road",Trinity,"Denham Green Avenue","Bangholm Road",60.17,1,Barnton_014
"Clark Road",Trinity,"Bangholm Road","Clark Place",34.18,1,Barnton_014
"Clark Road",Trinity,"East Trinity Road","Denham Green Terrace",107.4,1,Barnton_014
"Claylands Road",Newbridge,"Claylands Road","Claylands Road",60.87,1,Farmers_001_Ratho
"Claylands Road",Newbridge,"Claylands Road","Claylands Road",90.1,1,Farmers_001_Ratho
"Claylands Road",Newbridge,"Cliftonhall Road","Claylands Road",450.5,1,Farmers_001_Ratho
"Clerk Street",Newington,"Montague Street","Rankeillor Street",77.9,1,Blackford_001
"Clerk Street",Newington,"Rankeillor Street","St Patrick Square",100.3,1,Blackford_001
"Clermiston Avenue",Barnton,"Clermiston Green","Clermiston Drive",119.5,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston View","Drum Brae Drive",151.7,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston Hill","Clermiston Grove",57.72,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston Grove","Clermiston View",96.64,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston Place","Clermiston Hill",63.89,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston Park","Clermiston Place",24.95,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston Gardens","Clermiston Park",69.63,1,Barnton_016
"Clermiston Crescent",Barnton,"Clermiston Crescent","Clermiston Gardens",24.36,1,Barnton_016
"Clermiston Crescent",Barnton,"Parkgrove Terrace","Clermiston Crescent",54.43,1,Barnton_016
"Clermiston Drive",Barnton,"Clermiston Avenue","Clermiston Drive",17.12,1,Barnton_016
"Clermiston Drive",Barnton,"Drum Brae Terrace","Drum Brae Drive",89.23,2,Barnton_202
"Clermiston Drive",Barnton,"Drum Brae Crescent","Drum Brae Terrace",83.4,2,Barnton_202
"Clermiston Drive",Barnton,"Parkgrove Road","Drum Brae Crescent",100,2,Barnton_202
"Clermiston Drive",Barnton,"Parkgrove Crescent","Parkgrove Road",107.6,2,Barnton_202
"Clermiston Drive",Barnton,"Parkgrove Terrace","Parkgrove Crescent",140.8,2,Barnton_202
"Clermiston Drive",Barnton,"Clermiston Drive","Parkgrove Terrace",101.4,1,Barnton_016
"Clermiston Drive",Barnton,"Clermiston Drive","Clermiston Drive",118.6,1,Barnton_016
"Clermiston Gardens",Barnton,"Clermiston Medway","Drum Brae Drive",246.7,2,Barnton_202
"Clermiston Gardens",Barnton,"Clermiston Crescent","Clermiston Medway",97.05,2,Barnton_202
"Clermiston Gardens",Barnton,"Drum Brae Drive","Drum Brae Drive",14.14,2,Barnton_202
"Clermiston Green",Barnton,"Clermiston Avenue","Clermiston Green",49.52,1,Barnton_016
"Clermiston Green",Barnton,"Clermiston Green","Clermiston Loan",26.4,1,Barnton_016
"Clermiston Green",Barnton,"Clermiston Green","Clermiston Green",58.6,1,Barnton_016
"Clermiston Green",Barnton,"Clermiston Loan","Parkgrove Terrace",71.14,1,Barnton_016
"Clermiston Road",Corstorphine,"Clerwood Terrace","Falkland Gardens",205.9,1,Barnton_006
"Clermiston Road",Corstorphine,"Fox Covert Avenue","Drum Brae Drive",183.9,1,Barnton_006
"Clermiston Road",Corstorphine,"Belgrave Terrace","Forrester Road",51.03,1,Barnton_006
"Clermiston Road",Corstorphine,"St John's Road","Belgrave Terrace",78.3,1,Barnton_006
"Clermiston Road",Corstorphine,"Clermiston Road","Clerwood Terrace",110.7,1,Barnton_006
"Clermiston Road",Corstorphine,"Clermiston Road","Clermiston Road",176.7,1,Barnton_006
"Clermiston Road",Corstorphine,"Clermiston Road","End of cul de sac",73.11,1,Barnton_006
"Clermiston Road",Corstorphine,"Caroline Terrace","Cairnmuir Road",80.29,1,Barnton_006
"Clermiston Road",Corstorphine,"Forrester Road","Gordon Road",71.06,1,Barnton_006
"Clermiston Road",Corstorphine,"Gordon Road","Old Kirk Road",66.07,1,Barnton_006
"Clermiston Road",Corstorphine,"Old Kirk Road","Hillview Terrace",36.06,1,Barnton_006
"Clermiston Road",Corstorphine,"Hillview Terrace","Corstorphine Hill Crescent",199.9,1,Barnton_006
"Clermiston Road",Corstorphine,"Corstorphine Hill Crescent","Caroline Terrace",37.36,1,Barnton_006
"Clermiston Road",Corstorphine,"Clermiston Road","Cairnmuir Road",98.76,1,Barnton_006
"Clermiston Road",Corstorphine,"Falkland Gardens","Rannoch Road",103.3,1,Barnton_006
"Clermiston Road",Corstorphine,"Rannoch Road","Fox Covert Avenue",100.5,1,Barnton_006
"Clermiston Road North",Barnton,"Clermiston Road North","Clermiston Road North",370.5,1,Barnton_006
"Clermiston Road North",Barnton,"Drum Brae Drive","Clermiston Road North",186.1,1,Barnton_006
"Clermiston Road North",Barnton,"Queensferry Road","Clermiston Road North",85.9,1,Barnton_006
"Clerwood Terrace",Clerwood,"Clerwood Terrace","End of cul de sac",43.05,1,Barnton_016
"Clerwood Terrace",Clerwood,"Clerwood Grove","Clerwood Place",73.2,1,Barnton_016
"Clerwood Terrace",Clerwood,"Clermiston Road","Clerwood Grove",74.45,1,Barnton_016
"Clifton Road",Newbridge,"Cliftonhall Road","Clifton Road",427.9,1,Farmers_001_Ratho
"Cliftonhall Industrial estate",Newbridge,"Cliftonhall Industrial estate","Cliftonhall Industrial estate",130.5,1,Farmers_001_Ratho
"Cliftonhall Industrial estate",Newbridge,"End of cul de sac","Cliftonhall Industrial estate",268.9,1,Farmers_001_Ratho
"Cliftonhall Industrial estate",Newbridge,"Cliftonhall Industrial estate","End of cul de sac",430.8,1,Farmers_001_Ratho
"Cliftonhall Industrial estate",Newbridge,"Cliftonhall Road","Cliftonhall Industrial estate",30.68,1,Farmers_001_Ratho
"Cliftonhall Road",Newbridge,"Cliftonhall Road","End of cul de sac",213.6,1,Barnton_003
"Cliftonhall Road",Newbridge,Bonnington,"Cliftonhall Road",313.8,1,Barnton_003
"Cliftonhall Road",Newbridge,"Newbridge Road","End of cul de sac",114.4,1,Barnton_003
"Cliftonhall Road",Newbridge,"Cliftonhall Road","Cliftonhall Industrial estate",371.2,1,Barnton_003
"Cliftonhall Road",Newbridge,"Newbridge Road","Cliftonhall Road",184.2,1,Barnton_003
"Cliftonhall Road",Newbridge,"Cliftonhall Industrial estate","Claylands Road",520.6,1,Barnton_003
"Cliftonhall Road",Newbridge,"Harvest Road","Old Liston Road",336.8,1,Bankhead_003
"Cliftonhall Road",Newbridge,"Cliftonhall Road","Cliftonhall Road",289.7,1,Barnton_003
"Cliftonhall Road",Newbridge,"Cliftonhall Road","West Clifton Road",138,1,Barnton_003
"Cliftonhall Road",Newbridge,"Claylands Road","Clifton Road",220,1,Barnton_003
"Cliftonhall Road",Newbridge,"Clifton Road","West Clifton Road",1031,1,Barnton_003
"Cliftonhall Road",Newbridge,"Wilkieston Road","Cliftonhall Road",483.2,1,Barnton_003
"Cliftonhall Road",Newbridge,"Cliftonhall Road","Cliftonhall Road",423.7,1,Barnton_003
"Cliftonhall Road",Newbridge,"Wilkieston Road",Bonnington,142.7,1,Barnton_003
"Clovenstone Drive",Westerhailes,"Clovenstone Park","Clovenstone Drive",552.6,1,Bankhead_006
"Clovenstone Drive",Westerhailes,"Clovenstone Park","Clovenstone Road",40.57,1,Bankhead_006
"Clovenstone Drive",Westerhailes,"Clovenstone Drive","Clovenstone Park",191.1,1,Bankhead_006
"Clovenstone Gardens",Westerhailes,"Clovenstone Road","Clovenstone Gardens",165.7,1,Bankhead_006
"Clovenstone Gardens",Westerhailes,"Clovenstone Gardens","Clovenstone Gardens",244.8,1,Bankhead_006
"Clovenstone Gardens",Westerhailes,"Clovenstone Gardens","Clovenstone Park",136.3,1,Bankhead_006
"Clovenstone Park",Westerhailes,"Clovenstone Park","Clovenstone Gardens",165,1,Bankhead_013
"Clovenstone Park",Westerhailes,"Alcorn Square","Clovenstone Park",49.34,1,Bankhead_013
"Clovenstone Park",Westerhailes,"Clovenstone Park","Clovenstone Park",70.6,1,Bankhead_013
"Clovenstone Park",Westerhailes,"Clovenstone Park","Clovenstone Park",119.5,1,Bankhead_013
"Clovenstone Park",Westerhailes,"Clovenstone Park","Clovenstone Park",222.6,1,Bankhead_013
"Clovenstone Park",Westerhailes,"Clovenstone Drive","Alcorn Square",20.44,1,Bankhead_013
"Clovenstone Road",Westerhailes,"Harvesters Way","Clovenstone Drive",40.72,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Wester Hailes Park","Clovenstone Road",159.8,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Road","Clovenstone Drive",41.89,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Road","Clovenstone Road",64.56,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Road","Clovenstone Gardens",94.05,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Hailesland Road","Hailesland Place",57.05,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Hailesland Place","Clovenstone Road",143.1,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Gardens","Wester Hailes Park",147.6,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Roundabout","Clovenstone Road",47.91,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Road","Clovenstone Road",61.31,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Road","Harvesters Way",37.2,1,Bankhead_006
"Clovenstone Road",Westerhailes,"Clovenstone Road","End of cul de sac",42.81,1,Bankhead_006
"Clovenstone Roundabout",Westerhailes,"Wester Hailes Road","Wester Hailes Road",102.1,1,Bankhead_005
"Clovenstone Roundabout",Westerhailes,"Wester Hailes Road","Wester Hailes Road",98.24,1,Bankhead_005
"Cluny Gardens",Cluny,"Morningside Road","Hermitage Gardens",111,1,Blackford_008
"Cluny Gardens",Cluny,"Hermitage Gardens","Braid Avenue",230,1,Blackford_008
"Cluny Gardens",Cluny,"Midmar Avenue","Charterhall Road",464,1,Blackford_008
"Cluny Gardens",Cluny,"Midmar Avenue","Braid Avenue",235.8,1,Blackford_008
"Coates Gardens","New Town","End of cul de sac","Haymarket Terrace",207.1,1,Barnton_007
"Coburg Street","North Leith","East Cromwell Street","Couper Street",75.05,1,Barnton_008
"Coburg Street","North Leith","Couper Street","Great Junction Street",141.5,1,Barnton_008
"Coburg Street","North Leith","Dock Street","East Cromwell Street",124,1,Barnton_008
"Cockburn Crescent",Balerno,"Cockburn Crescent","Mansfield Road",45.1,1,Bankhead_001
"Cockburn Crescent",Balerno,"Mansfield Road","Cockburn Crescent",32.7,1,Bankhead_001
"Cockburn Crescent",Balerno,"Cockburn Crescent","Threipmuir Avenue",75.21,1,Bankhead_001
"Cockburn Crescent",Balerno,"Threipmuir Avenue","Greenfield Crescent",139.7,1,Bankhead_001
"Cockburn Crescent",Balerno,"Greenfield Crescent","Whitelea Road",199.5,1,Bankhead_001
"Cockburn Crescent",Balerno,"Whitelea Road","Highlea Circle",271.7,1,Bankhead_001
"Cockburn Crescent",Balerno,"Highlea Circle","Cairns Drive",249.7,1,Bankhead_001
"Cockburn Crescent",Balerno,"Cockburnhill Road","Glenbrook Road",108.1,1,Bankhead_001
"Cockburn Crescent",Balerno,"Crosswood Crescent","Cockburnhill Road",106.6,1,Bankhead_001
"Cockburn Crescent",Balerno,"Cairns Drive","Crosswood Crescent",151.6,1,Bankhead_001
"Cockburn Street","Old Town","High Street","Waverley Bridge",246.1,1,Barnton_009
"Cockburnhill Road",,"Buteland Road","East Rigg Farm",1637,1,Farmers_002_Dalmahoy
"Cockburnhill Road",,"Cockburnhill Road","Buteland Road",1641,1,Farmers_002_Dalmahoy
"Cockburnhill Road",,"Cockburn Crescent","Cockburnhill Road",40.32,1,Farmers_002_Dalmahoy
"Coillesdene Crescent",Joppa,"Joppa Terrace","Coillesdene Drive",240,2,Blackford_202
"Coillesdene Crescent",Joppa,"Coillesdene Drive","Coillesdene Terrace",103.8,2,Blackford_202
"Coillesdene Crescent",Joppa,"Coillesdene Gardens","Milton Road East",22.57,2,Blackford_202
"Coillesdene Crescent",Joppa,"Coillesdene Terrace","Coillesdene Gardens",110.4,2,Blackford_202
"Coillesdene Drive",Joppa,"Musselburgh Road","Woodside Terrace",57.22,2,Blackford_202
"Coillesdene Drive",Joppa,"Woodside Terrace","Coillesdene Grove",56.32,2,Blackford_202
"Coillesdene Drive",Joppa,"Coillesdene Grove","Coillesdene Avenue",31.14,2,Blackford_202
"Coillesdene Drive",Joppa,"Coillesdene Crescent","Coillesdene Avenue",104.6,2,Blackford_202
"Colinton Mains Drive",Firrhill,"End of cul de sac","End of cul de sac",30.11,1,Bankhead_005
"Colinton Mains Drive",Firrhill,"Colinton Mains Gardens","Colinton Mains Green",294.1,1,Bankhead_005
"Colinton Mains Drive",Firrhill,"Colinton Mains Crescent","Oxgangs Terrace",134.7,1,Bankhead_005
"Colinton Mains Drive",Firrhill,"Colinton Mains Terrace","Colinton Mains Crescent",148.5,1,Bankhead_005
"Colinton Mains Drive",Firrhill,"Colinton Mains Green","Colinton Mains Terrace",252.4,1,Bankhead_005
"Colinton Mains Drive",Firrhill,"Oxgangs Road North","Colinton Mains Gardens",101.2,1,Bankhead_005
"Colinton Mains Road",Firrhill,"Oxgangs Road North","Colinton Mains Drive",230.1,2,Bankhead_201
"Colinton Mains Road",Firrhill,"Colinton Mains Crescent","Oxgangs Terrace",81.25,2,Bankhead_201
"Colinton Mains Road",Firrhill,"Oxgangs Terrace","Oxgangs Terrace",435,2,Bankhead_201
"Colinton Mains Road",Firrhill,"Colinton Mains Drive","Colinton Mains Crescent",260.3,2,Bankhead_201
"Colinton Road",Firrhill,"South Ettrick Road","Tipperlinn Road",81.94,1,Bankhead_007
"Colinton Road",Firrhill,"Merchiston Avenue","Morningside Road",60.04,1,Bankhead_007
"Colinton Road",Firrhill,"Oxgangs Road North","Oxgangs Road North",38.62,1,Bankhead_005
"Colinton Road",Firrhill,"Westgarth Avenue","Woodhall Road",59.54,1,Bankhead_005
"Colinton Road",Firrhill,"Rustic Cottages","Westgarth Avenue",45.05,1,Bankhead_005
"Colinton Road",Firrhill,"Redford Road","Thorburn Road",50.77,1,Bankhead_005
"Colinton Road",Firrhill,"Redford Road","Old Farm Court",101,1,Bankhead_005
"Colinton Road",Firrhill,"Old Farm Court","Colinton Road",108.9,1,Bankhead_005
"Colinton Road",Firrhill,"Colinton Road","Colinton Road",147.2,1,Bankhead_005
"Colinton Road",Firrhill,"Colinton Road","Colinton Road",78.64,1,Bankhead_005
"Colinton Road",Firrhill,"Colinton Road","Colinton Road",102.9,1,Bankhead_005
"Colinton Road",Firrhill,"Colinton Road","Paties Road",129.7,1,Bankhead_005
"Colinton Road",Firrhill,"Paties Road","Colinton Road",121.9,1,Bankhead_005
"Colinton Road",Firrhill,"Colinton Road","Elliot Gardens",115.1,1,Bankhead_005
"Colinton Road",Firrhill,"Elliot Gardens","Colinton Road",136.5,1,Bankhead_005
"Colinton Road",Firrhill,"Craiglockhart Road","Colinton Road",100.2,1,Bankhead_005
"Colinton Road",Firrhill,"Craiglockhart Park","Craiglockhart Road",121.7,1,Bankhead_005
"Colinton Road",Firrhill,"Colinton Road","Craiglockhart Park",295.7,1,Bankhead_005
"Colinton Road",Firrhill,"Craiglockhart Avenue","Colinton Road",65.78,1,Bankhead_005
"Colinton Road",Firrhill,"Glenlockhart Valley","Craiglockhart Avenue",232.7,1,Bankhead_007
"Colinton Road",Firrhill,"Craiglockhart Road North","Glenlockhart Valley",204.4,1,Bankhead_007
"Colinton Road",Firrhill,"Lockharton Avenue","Craiglockhart Road North",95.02,1,Bankhead_007
"Colinton Road",Firrhill,"Lockharton Crescent","Lockharton Avenue",152.6,1,Bankhead_007
"Colinton Road",Firrhill,"Colinton Road","Lockharton Crescent",107.9,1,Bankhead_007
"Colinton Road",Firrhill,"North Meggetland","Colinton Road",153,1,Bankhead_007
"Colinton Road",Firrhill,"Meggetland Terrace","North Meggetland",133.6,1,Bankhead_007
"Colinton Road",Firrhill,"Craiglockhart Terrace","Meggetland Terrace",70.5,1,Bankhead_007
"Colinton Road",Firrhill,"Polwarth Terrace","Craiglockhart Terrace",155.7,1,Bankhead_007
"Colinton Road",Firrhill,"Polwarth Terrace","Merchiston Gardens",233.7,1,Bankhead_007
"Colinton Road",Firrhill,"Merchiston Gardens","South Gillsland Road",236.8,1,Bankhead_007
