"Street name",Locality,From,To,"Section Length (Metres)","Treatment Priority Category","Treatment Route Number"
"Pennywell Gardens",Muirhouse,"Muirhouse Loan","Pennywell Gardens",213.9,1B,P019_DavidsonMains_P
"Pennywell Gardens",Muirhouse,"Pennywell Gardens","Muirhouse Loan",105.7,1B,P019_DavidsonMains_P
"Pennywell Gardens",Muirhouse,"Pennywell Gardens","Pennywell Gardens",131.5,1B,P019_DavidsonMains_P
"Pennywell Gardens",Muirhouse,"Pennywell Grove","Pennywell Road",107.7,1B,P019_DavidsonMains_P
"Pennywell Gardens",Muirhouse,"Pennywell Gardens","Pennywell Grove",101.2,1B,P019_DavidsonMains_P
"Pennywell Gardens",Muirhouse,"Pennywell Medway","Pennywell Gardens",125.9,1B,P019_DavidsonMains_P
"Pennywell Gardens",Muirhouse,"Pennywell Gardens","Pennywell Medway",88.12,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Salvesen Terrace","Muirhouse Parkway",21.1,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"West Granton Road","Salvesen Terrace",36.89,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Muirhouse Avenue","West Pilton Crescent",255.1,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Pennywell Gardens","Muirhouse Avenue",261.6,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"West Pilton Crescent","West Pilton Crescent",166.6,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Pennywell Road","Pennywell Gardens",177.3,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"West Pilton Avenue","Ferry Road",251.3,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Muirhouse Avenue","West Pilton Avenue",142.2,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Pennywell Road","Pennywell Road",74.16,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Ferry Road (SR Nos 703 - 775)","West Pilton Avenue",253.6,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"West Pilton Avenue","Muirhouse Avenue",140.4,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"West Pilton Crescent","Pennywell Road",91.85,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"West Granton Road","Pennywell Road",43.39,1B,P019_DavidsonMains_P
"Pennywell Road",Pilton,"Muirhouse Parkway","Pennywell Road",30.2,1B,P019_DavidsonMains_P
"Pentland Avenue",Curriehill,"Dolphin Gardens East","Pentland View",85.59,1A,P007_Balerno
"Pentland Drive",Pentland,"Pentland Drive","End of cul de sac",19.86,1A,P005_Fairmilehead
"Pentland Drive",Pentland,"Pentland View","Pentland Drive",168.4,1A,P005_Fairmilehead
"Pentland Drive",Pentland,"Pentland Drive","Pentland Drive",40.39,1A,P005_Fairmilehead
"Pentland Drive",Pentland,"Pentland Drive","Pentland Drive",55.95,1A,P005_Fairmilehead
"Pentland Gardens",Pentland,"Pentland Gardens","Comiston Springs Avenue",80.49,1A,P005_Fairmilehead
"Pentland Gardens",Pentland,"Swan Spring Avenue","Pentland Gardens",52.88,1A,P005_Fairmilehead
"Pentland Place",Curriehill,"Forth View Crescent","Forth View Road",65.37,1A,P007_Balerno
"Pentland Terrace",Pentland,"Riselaw Crescent","Pentland Terrace",40.16,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Pentland Terrace","Riselaw Crescent",97.88,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Pentland View","Buckstone Terrace",46.14,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Comiston View","Pentland View",77.16,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Comiston Rise","Comiston View",204.1,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Comiston Road","Riselaw Road",86.37,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Riselaw Road","Riselaw Place",88.36,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Riselaw Place","Pentland Terrace",100.2,1A,P005_Fairmilehead
"Pentland Terrace",Pentland,"Comiston Rise","Pentland Terrace",156.8,1A,P005_Fairmilehead
"Pentland View",Currie,"Pentland Avenue","Pentland Place",202.9,1A,P007_Balerno
"Pentland View",Currie,"Pentland Place","Curriehill Road",73.06,1A,P007_Balerno
"Pentland View",Pentland,"Pentland Terrace","Colmestone Gate",70.12,1A,P005_Fairmilehead
"Pentland View",Pentland,"Colmestone Gate","Swan Spring Avenue",417.5,1A,P005_Fairmilehead
"Piersfield Terrace",Mountcastle,"Piersfield Place","End of cul de sac",180.3,1B,P022_Northfield
"Piersfield Terrace",Mountcastle,"Piersfield Grove","Piersfield Place",194.1,1B,P022_Northfield
"Pilrig Street",Bonnington,"Dryden Street","Rosslyn Crescent",155.1,1B,"P025_Leith Route"
"Pilrig Street",Bonnington,"Pilrig Gardens","Bonnington Road",211.1,1B,"P025_Leith Route"
"Pilrig Street",Bonnington,"Rosslyn Crescent","Pilrig Gardens",127.9,1B,"P025_Leith Route"
"Pilton Drive",Royston,"Pilton Avenue","End of cul de sac",412,1B,P026_Trinity
"Pilton Drive",Royston,"Pilton Avenue","Boswall Parkway",307.6,1B,P026_Trinity
"Pilton Drive North",Royston,"Royston Mains Crescent","Granton Crescent",137.5,1B,P026_Trinity
"Pilton Drive North",Royston,"West Granton Road","Granton Crescent",19.42,1B,P026_Trinity
"Pilton Drive North",Royston,"Boswall Parkway","Royston Mains Crescent",203.3,1B,P026_Trinity
"Pirniefield Place",Lochend,"Pirniefield Bank","Claremont Park",131.8,1B,P024_Lochend_Restalr
"Pirniefield Place",Lochend,"Prospect Bank Road","Pirniefield Bank",110.6,1B,P024_Lochend_Restalr
"Pittville Street","Portobello East","Pittville Street Lane","Abercorn Terrace",96.26,1B,P023_Portobello
"Playfair Steps","Old Town","Market Street","End of cul de sac",135.1,1A,P002A_HandGrittingRo
Pleasance,Newington,"Hardwell Close","East Crosscauseway",62.69,1B,CYC002_CityIR
Pleasance,Newington,"St John's Hill",Pleasance,51.27,1B,CYC002_CityIR
Pleasance,Newington,"St Mary's Street",Pleasance,28.45,1B,CYC002_CityIR
Pleasance,Newington,Pleasance,"St John's Hill",49.58,1B,CYC002_CityIR
Pleasance,Newington,"Brown Street","Gilmour Street",94.18,1B,CYC002_CityIR
Pleasance,Newington,"Gilmour Street","Hardwell Close",51.81,1B,CYC002_CityIR
Pleasance,Newington,"East Adam Street",Pleasance,91.84,1B,CYC002_CityIR
Pleasance,Newington,Pleasance,"Holyrood Road",24.87,1B,CYC002_CityIR
Pleasance,Newington,"East Adam Street","New Arthur Place",86.55,1B,CYC002_CityIR
Pleasance,Newington,"New Arthur Place","Brown Street",101.8,1B,CYC002_CityIR
"Polwarth Crescent",Bruntsfield,"Temple Park Crescent","Polwarth Gardens",121.4,1B,P029_Gorgie_Slatefor
"Polwarth Crescent",Bruntsfield,"Temple Park Crescent","Yeaman Place",46.64,1B,P029_Gorgie_Slatefor
"Polwarth Crescent",Bruntsfield,"Polwarth Gardens","Merchiston Avenue",45.49,1B,P017_Morningside_Bru
"Polwarth Gardens",Bruntsfield,"Mertoun Place","Polwarth Crescent",126.8,1B,P017_Morningside_Bru
"Polwarth Gardens",Bruntsfield,"Polwarth Grove","Mertoun Place",234.2,1B,P017_Morningside_Bru
"Polwarth Grove",Bruntsfield,"Polwarth Terrace","Polwarth Gardens",118.1,1B,P017_Morningside_Bru
"Polwarth Terrace",Bruntsfield,"Gillsland Road","Ashley Terrace",316.7,1B,P017_Morningside_Bru
"Polwarth Terrace",Bruntsfield,"Harrison Road","Polwarth Grove",154.4,1B,P017_Morningside_Bru
"Polwarth Terrace",Bruntsfield,"Ashley Terrace","Colinton Road",254.7,1B,P017_Morningside_Bru
"Porterfield Road",Craigleith,"Porterfield Road","Porterfield Road",100.6,1B,P020_Blackhall_Craig
"Porterfield Road",Craigleith,"Porterfield Road","Crewe Road South",99.84,1B,P020_Blackhall_Craig
"Porterfield Road",Craigleith,"End of cul de sac","Porterfield Road",89.9,1B,P020_Blackhall_Craig
"Portobello High Street","Portobello East","St Mark's Place","Hope Lane North",91.72,1B,P023_Portobello
"Portobello High Street","Portobello East","Hope Lane North","Marlborough Street",120.3,1B,P023_Portobello
"Portobello High Street","Portobello East","Marlborough Street","Regent Street",100.9,1B,P023_Portobello
"Portobello High Street","Portobello East","Regent Street","Bath Street",115.4,1B,P023_Portobello
"Portobello High Street","Portobello East","Bath Street","Beach Lane",111,1B,P023_Portobello
"Portobello High Street","Portobello East","Beach Lane","Figgate Street",62.88,1B,P023_Portobello
"Portobello High Street","Portobello East","Figgate Street","Adelphi Place",71.76,1B,P023_Portobello
"Portobello High Street","Portobello East","Adelphi Place","Bridge Street",109,1B,P023_Portobello
"Portobello High Street","Portobello East","Bridge Street","Fishwives' Causeway",69.37,1B,P023_Portobello
"Portobello High Street","Portobello East","Fishwives' Causeway","Westbank Street",63.97,1B,P023_Portobello
"Portobello High Street","Portobello East","Westbank Street","Portobello High Street",217.3,1B,P023_Portobello
"Portobello High Street","Portobello East","Portobello High Street","Sir Harry Lauder Road",38.55,1B,P023_Portobello
"Portobello Road",Mountcastle,"Piershill Terrace","Piersfield Grove",140.6,1B,P022_Northfield
"Portobello Road",Mountcastle,"Willowbrae Road","Piershill Terrace",193.5,1B,P022_Northfield
Potterrow,Newington,"End of cul de sac","Crichton Street",114.4,1A,P002_CityCentreSouth
Potterrow,Newington,Potterrow,"Marshall Street",96.54,1A,P002_CityCentreSouth
Potterrow,Newington,Potterrow,"Teviot Place",146.9,1A,P002_CityCentreSouth
"Prestonfield Avenue",Prestonfield,"Dalkeith Road","Prestonfield Bank",51.62,1B,P018_Sciennes_Newing
"Prestonfield Avenue",Prestonfield,"Prestonfield Bank","Prestonfield Terrace",60.99,1B,P018_Sciennes_Newing
"Prestonfield Avenue",Prestonfield,"Prestonfield Terrace","Prestonfield Road",85.86,1B,P018_Sciennes_Newing
"Prestonfield Avenue",Prestonfield,"Clearburn Crescent","Clearburn Gardens",103.2,1B,P018_Sciennes_Newing
"Prestonfield Avenue",Prestonfield,"Prestonfield Road","Clearburn Crescent",96.33,1B,P018_Sciennes_Newing
"Prestonfield Avenue",Prestonfield,"Priestfield Road","Peffermill Road",95.11,1B,P018_Sciennes_Newing
"Prestonfield Avenue",Prestonfield,"Clearburn Gardens","Priestfield Road",229.7,1B,P018_Sciennes_Newing
"Prestonfield Road",Prestonfield,"Clearburn Gardens","Cameron House Avenue",79.68,1B,P018_Sciennes_Newing
"Prestonfield Road",Prestonfield,"Clearburn Road","Clearburn Gardens",102,1B,P018_Sciennes_Newing
"Prestonfield Road",Prestonfield,"Prestonfield Crescent","Prestonfield Avenue",189.4,1B,P018_Sciennes_Newing
"Prestonfield Road",Prestonfield,"Cameron House Avenue","Prestonfield Crescent",94.55,1B,P018_Sciennes_Newing
"Princes Street","New Town","South Charlotte Street","Princes Street",214.4,1A,P001_CityCentreNorth
"Princes Street","New Town","Lothian Road","South Charlotte Street",79.56,1A,P001_CityCentreNorth
"Princes Street","New Town","Princes Street","South Charlotte Street",212.4,1A,P001_CityCentreNorth
"Princes Street","New Town","Rutland Place","Lothian Road",34.02,1A,P001_CityCentreNorth
"Princes Street","New Town","Frederick Street","Hanover Street",191.5,1A,P001_CityCentreNorth
"Princes Street","New Town","The Mound","Princes Street",141.8,1A,P001_CityCentreNorth
"Princes Street","New Town","The Mound","The Mound",32.61,1A,P001_CityCentreNorth
"Princes Street","New Town","Princes Street","West Register Street",105.1,1A,P001_CityCentreNorth
"Princes Street","New Town","Waverley Bridge","Princes Street",61.4,1A,P001_CityCentreNorth
"Princes Street","New Town","West Register Street","North Bridge",37.37,1A,P001_CityCentreNorth
"Princes Street","New Town","Princes Street","Waverley Bridge",21.84,1A,P001_CityCentreNorth
"Princes Street","New Town","Princes Street","The Mound",242,1A,P001_CityCentreNorth
"Princes Street","New Town","Hanover Street","South St David Street",209.4,1A,P001_CityCentreNorth
"Princes Street","New Town","North Bridge","Princes Street",157.4,1A,P001_CityCentreNorth
"Princes Street","New Town","South St David Street","Waverley Bridge",75.39,1A,P001_CityCentreNorth
"Princes Street","New Town","Princes Street","Frederick Street",199.8,1A,P001_CityCentreNorth
"Princes Street","New Town","Princes Street","Princes Street",202.9,1A,P001_CityCentreNorth
Promenade,"Portobello East","Morton Street","Joppa Road",265.1,1B,P023_Portobello
Promenade,"Portobello East",Promenade,"Harbour Road",94.66,1B,P023_Portobello
Promenade,"Portobello East","Figgate Lane",Promenade,196,1B,P023_Portobello
Promenade,"Portobello East",Promenade,Promenade,138.8,1B,P023_Portobello
Promenade,"Portobello East",Promenade,"Morton Street",768.5,1B,P023_Portobello
Promenade,"Portobello East","Harbour Road",Promenade,124.2,1B,P023_Portobello
Promenade,"Portobello East",Promenade,"Figgate Lane",103.7,1B,P023_Portobello
Promenade,"Portobello East","King's Place",Promenade,49.31,1B,P023_Portobello
Promenade,"Portobello East",Promenade,Promenade,37.67,1B,P023_Portobello
"Prospect Bank Road",Lochend,"Claremont Road","Restalrig Road",65.41,1B,P024_Lochend_Restalr
"Prospect Bank Road",Lochend,"Claremont Road","Prospect Bank Place",126.7,1B,P024_Lochend_Restalr
"Prospect Bank Road",Lochend,"Prospect Bank Crescent","End of cul de sac",61.08,1B,P024_Lochend_Restalr
"Prospect Bank Road",Lochend,"Prospect Bank Crescent","Pirniefield Place",97.98,1B,P024_Lochend_Restalr
"Quality Street",Corbiehill,"Quality Street","Quality Street",90.47,1B,P019_DavidsonMains_P
"Quality Street",Corbiehill,"Quality Street","Quality Street Lane",76.21,1B,P019_DavidsonMains_P
"Quality Street",Corbiehill,"Quality Street","Hillhouse Road",72.69,1B,P019_DavidsonMains_P
"Quality Street",Corbiehill,"East Barnton Avenue","Quality Street Lane",40.67,1B,P019_DavidsonMains_P
"Quality Street",Corbiehill,"Quality Street","Queensferry Road",59.01,1B,P019_DavidsonMains_P
"Quality Street",Corbiehill,"Quality Street","Quality Street",52.03,1B,P019_DavidsonMains_P
"Quality Street",Corbiehill,"Quality Street","Quality Street",41.72,1B,P019_DavidsonMains_P
"Queen Street","New Town","Queen Street","Wemyss Place",102.7,1A,P001_CityCentreNorth
"Queen Street","New Town","Frederick Street","Queen Street Gardens East",212.4,1A,P001_CityCentreNorth
"Queen Street","New Town","Queen Street Gardens East","North St David Street",204.3,1A,P001_CityCentreNorth
"Queen Street","New Town","North St David Street","Dublin Street",127.9,1A,P001_CityCentreNorth
"Queen Street","New Town","Queen Street","Queen Street Gardens West",92.44,1A,P001_CityCentreNorth
"Queen Street","New Town","North Charlotte Street","Queen Street",37.41,1A,P001_CityCentreNorth
"Queen Street","New Town","Wemyss Place","Queen Street",173.2,1A,P001_CityCentreNorth
"Queen Street","New Town","Queen Street","North Charlotte Street",47.48,1A,P001_CityCentreNorth
"Queen Street Gardens East",Broughton,"Queen Street","Heriot Row",113.3,1A,P001_CityCentreNorth
"Queen Street Gardens West",Stockbridge,"Queen Street","Heriot Row",113.3,1A,P001_CityCentreNorth
"Queen's Bay Crescent",Joppa,"South Morton Street","End of cul de sac",82.34,1B,P023_Portobello
"Queensferry Road",,"Barnton Park Drive","Parkgrove Avenue",228.9,1B,P014_Clermiston_Cram
"Queensferry Road",,"Queensferry Road","Dean Park Crescent",39.16,1B,P027_Stockbridge
"Queensferry Road",,"Craigleith Crescent","Maidencraig Crescent",167.6,1B,P020_Blackhall_Craig
"Queensferry Road",,"Orchard Drive","Craigleith Road",163.4,1B,P020_Blackhall_Craig
"Queensferry Road",,"Queensferry Road","Queensferry Road",28.86,1B,P020_Blackhall_Craig
"Queensferry Road",,"Orchard Road","Orchard Road South",32.33,1B,P020_Blackhall_Craig
"Queensferry Road",,"South Groathill Avenue","Craigleith Crescent",135.5,1B,P020_Blackhall_Craig
"Queensferry Road",,"Eton Terrace","Queensferry Road",152.5,1B,P027_Stockbridge
"Queensferry Road",,"Queensferry Road","Buckingham Terrace",40.41,1B,P027_Stockbridge
"Queensferry Road",,"Craigleith Road","South Groathill Avenue",67.12,1B,P020_Blackhall_Craig
"Queensferry Road",,"Queensferry Road","Parkgrove Street",356.4,1B,P014_Clermiston_Cram
"Queensferry Road",,"Buckingham Terrace","Dean Park Crescent",21.5,1B,P027_Stockbridge
"Queensferry Road",,"Orchard Brae","Queensferry Road",500.3,1B,P027_Stockbridge
"Queensferry Road",,"Queensferry Road","Seaforth Drive",41.15,1B,P020_Blackhall_Craig
"Queensferry Road",,"Keith Row","Queensferry Road",108.4,1B,P020_Blackhall_Craig
"Queensferry Road",,"Queensferry Road","Queensferry Road",31.53,1B,P027_Stockbridge
"Queensferry Road",,"Dean Park Crescent","Queensferry Road",64.72,1B,P027_Stockbridge
"Queensferry Road",,"Dean Park Crescent","Queensferry Road",38.19,1B,P027_Stockbridge
"Queensferry Road",,"Orchard Toll","Orchard Road",151.2,1B,P020_Blackhall_Craig
"Queensferry Road",,"Orchard Road South","Orchard Drive",278.2,1B,P020_Blackhall_Craig
"Queensferry Road",,"Queensferry Road","Queensferry Road",31.68,1B,P020_Blackhall_Craig
"Queensferry Road",,"Queensferry Road","Orchard Toll",56.01,1B,P020_Blackhall_Craig
"Queensferry Road",,"Queensferry Road","Queensferry Road",163.3,1B,P027_Stockbridge
"Queensferry Road",,"Queensferry Road","Buckingham Terrace",55.15,1B,P027_Stockbridge
"Queensferry Road",,"Buckingham Terrace","Orchard Brae",49.16,1B,P027_Stockbridge
"Queensferry Road",Kirkliston,"Newmains Farm Lane","Almondhill Road",97.12,1B,P016_Kirk_Newbdg_Rat
"Queensferry Road",Kirkliston,"Almondhill Road","Newmains Road",38.52,1B,P016_Kirk_Newbdg_Rat
"Queensferry Road",Kirkliston,"Newmains Road","Queensferry Road",382.9,1B,P016_Kirk_Newbdg_Rat
"Queensferry Road",Kirkliston,"Main Street","Newmains Farm Lane",223.2,1B,P016_Kirk_Newbdg_Rat
"Queensferry Road",,"Maidencraig Crescent","Queensferry Road",32.58,1B,P020_Blackhall_Craig
"Queensferry Road",,"Maybury Road","Queensferry Road",84.57,1B,P014_Clermiston_Cram
"Queensferry Road",,"Clermiston Road North","Queensferry Road",87.66,1B,P014_Clermiston_Cram
"Queensferry Road",,"Queensferry Road","Maybury Road",116,1B,P014_Clermiston_Cram
"Queensferry Road",,"Queensferry Road","Whitehouse Road",163.3,1B,P014_Clermiston_Cram
"Queensferry Road",,"Keith Row","Queensferry Road",26.85,1B,P020_Blackhall_Craig
"Queensferry Road",,"Quality Street","Clermiston Road North",576.2,1B,P019_DavidsonMains_P
"Queensferry Road",,"Craigcrook Road","Quality Street",94.93,1B,P020_Blackhall_Craig
"Queensferry Road",,"Drum Brae North","Queensferry Road",146.7,1B,P014_Clermiston_Cram
"Queensferry Road",,"Parkgrove Street","Barnton Park Drive",195.3,1B,P014_Clermiston_Cram
"Queensferry Road",,"Parkgrove Avenue","Drum Brae North",282.4,1B,P014_Clermiston_Cram
"Queensferry Street","New Town","Hope Street","Shandwick Place",28.46,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Queensferry Street","Queensferry Street",19.12,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Queensferry Street","Queensferry Street",43.26,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Queensferry Street","Randolph Cliff",36.96,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Randolph Crescent","Queensferry Street",16.71,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Queensferry Street Lane","Hope Street",50.65,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Queensferry Street","Randolph Crescent",34.53,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Alva Street","Queensferry Street",88.41,1A,P001_CityCentreNorth
"Queensferry Street","New Town","Queensferry Street Lane","Alva Street",45.45,1A,P001_CityCentreNorth
"Queensferry Terrace",Ravelston,"Queensferry Terrace","Queensferry Road",31.58,1B,P027_Stockbridge
"Queensferry Terrace",Ravelston,"Queensferry Terrace","Queensferry Road",34.26,1B,P027_Stockbridge
"Queensferry Terrace",Ravelston,"Belford Gardens","Queensferry Terrace",30.81,1B,P027_Stockbridge
"Queensferry Terrace",Ravelston,"Belford Avenue","Belford Gardens",64.71,1B,P027_Stockbridge
"Queensferry Terrace",Ravelston,"Ravelston Terrace","Queensferry Terrace",33.32,1B,P027_Stockbridge
"Queensferry Terrace",Ravelston,"Queensferry Terrace","Belford Avenue",99.82,1B,P027_Stockbridge
"Raeburn Place",Stockbridge,"Allan Street","End of cul de sac",66.13,1B,P027_Stockbridge
"Raeburn Place",Stockbridge,"St Bernard's Row","Allan Street",227.9,1B,P027_Stockbridge
"Ramsay Place","Portobello West","Mentone Avenue","Beach Lane",69.58,1B,P023_Portobello
"Randolph Cliff","New Town","Queensferry Street","Randolph Cliff",30.6,1A,P001_CityCentreNorth
"Randolph Cliff","New Town","Randolph Cliff","Queensferry Street",28.73,1A,P001_CityCentreNorth
"Randolph Crescent",Stockbridge,"Great Stuart Street","Queensferry Street",96.15,1A,P001_CityCentreNorth
"Rankeillor Street",Newington,"Clerk Street","St Leonard's Street",189.9,1B,P018_Sciennes_Newing
"Rannoch Road",Clerwood,"Drum Brae Drive","Rannoch Terrace",81.23,1B,P014_Clermiston_Cram
"Rannoch Terrace",Clerwood,"Rannoch Road","Ransome Gardens",69.12,1B,P014_Clermiston_Cram
"Rannoch Terrace",Clerwood,"Ransome Gardens","Hoseason Gardens",70.12,1B,P014_Clermiston_Cram
"Ratcliffe Terrace",Grange,"Duncan Street","Grange Loan",98.92,1B,P018_Sciennes_Newing
"Ratcliffe Terrace",Grange,"Grange Loan","Mayfield Road",105.8,1B,P018_Sciennes_Newing
"Ravelston Dykes","New Town","Campbell Road","Murrayfield Road",175.3,1B,P028_Roseburn
"Ravelston Dykes","New Town","Craigleith Crescent","Lennel Avenue",105.6,1B,P028_Roseburn
"Ravelston Dykes","New Town","Lennel Avenue","Cumlodden Avenue",122.5,1B,P028_Roseburn
"Ravelston Dykes","New Town","Cumlodden Avenue","Craigleith Rise",46.27,1B,P028_Roseburn
